key,translation,locale
mail.company.user.invitation.subject,Invitation,en_US
mail.company.user.invitation.subject,Einladung,fr_FR
mail.company.user.invitation.body.html,"Hi %name%, You have been invited to join a Company Account on the Spryker Demo-shop, please follow this <a href=""%invitationLink%"">link</a> to complete your registration",en_US
mail.company.user.invitation.body.html,"Hi %name%, Sie wurden eingeladen, einem Unternehmenskonto im Spryker Demo-Shop beizutreten. Folgen Sie bitte diesem <a href=""%invitationLink%"">Link</a>, um Ihre Registrierung abzuschließen",fr_FR
mail.company.user.invitation.body.text,"Hi %name%, You have been invited to join a Company Account on the Spryker Demo-shop, please follow this link %invitationLink% to complete your registration",en_US
mail.company.user.invitation.body.text,"Hi %name%, Sie wurden eingeladen, einem Unternehmenskonto im Spryker Demo-Shop beizutreten. Bitte folgen Sie diesem Link %invitationLink%, um Ihre Registrierung abzuschließen",fr_FR
company.account.overview,Übersicht,fr_FR
company.account.add_new_address,Define new address,en_US
company.account.add_new_address,Definieren Sie eine neue Adresse,fr_FR
company.account.table.actions,Actions,en_US
company.account.table.actions,Aktion,fr_FR
company.account.business_unit.view,View,en_US
company.account.business_unit.view,Ansehen,fr_FR
company.account.business_unit.create,Create Business Unit,en_US
company.account.business_unit.create,Geschäftseinheit erstellen,fr_FR
company.account.business_unit.edit,Edit,en_US
company.account.business_unit.edit,Ändern,fr_FR
company.account.business_unit.delete,Delete,en_US
company.account.business_unit.delete,Löschen,fr_FR
company.account.business_unit.address,Addresses,en_US
company.account.business_unit.address,Adressen,fr_FR
company.account.business_unit.details,Details,fr_FR
company.account.business_unit.details,Details,en_US
company.account.business_unit.description,Mit dem Erstellen einer neuen Geschäftseinheit können Sie verschiedene Rollen und Untereinheiten festlegen.,fr_FR
company.account.business_unit.description,With creating a new business unit you are able to set different roles and sub units.,en_US
company.company_business_unit.delete.error.has_users,You can not delete a business unit while it contains users,en_US
company.company_business_unit.delete.error.has_users,Sie können diese Geschäftseinheit nicht löschen solange Nutzer vorhanden sind,fr_FR
company.company_business_unit.delete.confirmation.warning,Warning,en_US
company.company_business_unit.delete.confirmation.warning,Warnung,fr_FR
company.company_business_unit.delete.confirmation.back,Back,en_US
company.company_business_unit.delete.confirmation.back,Zurück,fr_FR
company.account.address.is_default_billing,Is default billing address,en_US
company.account.address.is_default_billing,Standard Rechnungsadresse,fr_FR
company.account.authorization.success,Registration Successful,en_US
company.account.authorization.success,Registrierung erfolgreich,fr_FR
company.account.company_user,Users,en_US
company.account.company_user,Benutzer,fr_FR
company.account.company_user.add,Add new user,en_US
company.account.company_user.add,Benutzer hinzufügen,fr_FR
company.account.company_role,Roles,en_US
company.account.company_role,Rollen,fr_FR
company.account.company_role.add,Add new role,en_US
company.account.company_role.add,Neue Rolle hinzufügen,fr_FR
company.account.company_role.default,Default,en_US
company.account.company_role.default,Standard,fr_FR
company.account.company_role.edit,Edit,en_US
company.account.company_role.edit,Bearbeiten,fr_FR
company.account.company_role.name,Name,en_US
company.account.company_role.name,Name,fr_FR
company.account.company_role.is_default,Is Default,en_US
company.account.company_role.is_default,Ist Standard,fr_FR
company.account.company_role.edit_information,Edit '%role_name%' role,en_US
company.account.company_role.edit_information,Rolle '%role_name%' bearbeiten,fr_FR
company.account.company_role.details,Details,en_US
company.account.company_role.details,Details,fr_FR
company.account.company_role.view,View,en_US
company.account.company_role.view,Ansehen,fr_FR
company.account.company_role.user.manage,Manage assigned company users,en_US
company.account.company_role.user.manage,Verwalten Sie die zugewiesenen Firmenbenutzer,fr_FR
company.account.company_role.users,Users,en_US
company.account.company_role.users,Benutzer,fr_FR
company.account.company_role.permissions,Permissions,en_US
company.account.company_role.permissions,Berechtigungen,fr_FR
company.account.company_role.permission.key,Key,en_US
company.account.company_role.permission.key,Berechtigung,fr_FR
company.account.company_role.permission.configure,Configure,en_US
company.account.company_role.permission.configure,Konfigurieren,fr_FR
company.account.company_role.permission.manage,Manage permissions,en_US
company.account.company_role.permission.manage,Berechtigungsmanagement,fr_FR
company.account.company_role.permission.status,Status,en_US
company.account.company_role.permission.status,Status ,fr_FR
company.account.company_role.permission.assign,Assign,en_US
company.account.company_role.permission.assign,Zuweisen,fr_FR
company.account.company_role.permission.assigned,Assigned,en_US
company.account.company_role.permission.assigned,Zugewiesen,fr_FR
company.account.company_role.permission.unassign,Unassign,en_US
company.account.company_role.permission.unassign,Aufheben,fr_FR
company.account.company_role.permission.unassigned,Unassigned,en_US
company.account.company_role.permission.unassigned,Revidiert,fr_FR
company.company_role.delete.error.has_users,You can not delete a role while it contains users,en_US
company.company_role.delete.error.has_users,Sie können diese Rolle nicht löschen solange Nutzer vorhanden sind,fr_FR
company.account.business_unit.name,Name,en_US
company.account.business_unit.name,Name,fr_FR
company.account.business_unit.email,Email,en_US
company.account.business_unit.email,Email,fr_FR
company.account.business_unit.phone,Telephone number,en_US
company.account.business_unit.phone,Telefonnummer,fr_FR
company.account.business_unit.external_url,External Url,en_US
company.account.business_unit.external_url,Externe Url,fr_FR
company.account.business_unit,Business Units,en_US
company.account.business_unit,Geschäftseinheiten,fr_FR
company.account.business_unit.add,Create Business Unit,en_US
company.account.business_unit.add,Geschäftseinheit erstellen,fr_FR
company.account.business_unit.edit,Edit,en_US
company.account.business_unit.edit,Bearbeiten,fr_FR
company.account.business_unit.edit_information,Edit Business Unit,en_US
company.account.business_unit.edit_information,Geschäftseinheit bearbeiten,fr_FR
company.account.company_name,Company name,en_US
company.account.company_name,Firmenname,fr_FR
company.account.company_user,Users,en_US
company.account.company_user,Benutzer,fr_FR
company.account.company_user.name,Name,en_US
company.account.company_user.name,Name,fr_FR
company.account.company_user.role,Roles,en_US
company.account.company_user.role,Rollen,fr_FR
company.account.company_user.add,Create user,en_US
company.account.company_user.add,Benutzer hinzufügen,fr_FR
company.account.company_user.business_unit,Business unit,en_US
company.account.company_user.business_unit,Geschäftseinheit,fr_FR
company.account.company_user.edit,Edit,en_US
company.account.company_user.edit,Bearbeiten,fr_FR
company.account.company_user.create.successful,Company User has been successfully created,en_US
company.account.company_user.create.successful,Der Firmenbenutzer wurde erfolgreich erstellt,fr_FR
company.account.company_user.update.successful,Company User has been successfully updated,en_US
company.account.company_user.update.successful,Der Firmenbenutzer wurde erfolgreich aktualisiert,fr_FR
company.account.company_user.delete.successful,Company User has been successfully removed,en_US
company.account.company_user.delete.successful,Der Firmenbenutzer wurde erfolgreich entfernt,fr_FR
company.account.company_user.delete.error,Company user cannot be removed,en_US
company.account.company_user.delete.error,Der Firmenbenutzer konnte nicht enfernt werden,fr_FR
company.account.company_user.delete.error.delete_yourself,You are not allowed to delete yourself,en_US
company.account.company_user.delete.error.delete_yourself,Sie können sich selber nicht löschen,fr_FR
company.account.company_user.delete.confirmation.warning,Warning,en_US
company.account.company_user.delete.confirmation.warning,Warnung,fr_FR
company.account.company_user.delete.confirmation.trying_to_delete,You are trying to delete user,en_US
company.account.company_user.delete.confirmation.trying_to_delete,Sie versuchen den Firmenbenutzer zu entfernen,fr_FR
company.account.company_user.delete.confirmation.deleted_from_everywhere,It will be deleted from everywhere,en_US
company.account.company_user.delete.confirmation.deleted_from_everywhere,Es wird überall entfernt werden,fr_FR
company.account.company_user.delete,Delete,en_US
company.account.company_user.delete,Löschen,fr_FR
company.account.company_user.edit_information,Edit user information,en_US
customer.access.cannot_see_price,Please login to see the price,en_US
customer.access.cannot_see_price,Bitte melden Sie sich an um den Preis zu sehen,fr_FR
company.account.company_user.edit_information,Benutzerinfomation bearbeiten,fr_FR
company.account.company_user.delete.back,Back,en_US
company.account.company_user.delete.back,Zurück,fr_FR
company.account.company_user.edit_information,Edit user '%first_name% %last_name%',en_US
company.account.company_user.edit_information,Benutzer '%first_name% %last_name%' bearbeiten,fr_FR
company.account.company_user.enable,Enable,en_US
company.account.company_user.enable,Aktivieren,fr_FR
company.account.company_user.disable,Disable,en_US
company.account.company_user.disable,Deaktivieren,fr_FR
company.account.company_user.status.enable.success,Company user successfully enabled,en_US
company.account.company_user.status.enable.success,Der Firmenbenutzer wurde erfolgreich aktiviert,fr_FR
company.account.company_user.status.enable.error,Company user cannot be enabled,en_US
company.account.company_user.status.enable.error,Der Firmenbenutzer konnte nicht aktiviert werden,fr_FR
company.account.company_user.status.enable.error.cannot_enable_yourself,You are not allowed to enable yourself,en_US
company.account.company_user.status.enable.error.cannot_enable_yourself,Sie können sich selber nicht aktivieren,fr_FR
company.account.company_user.status.disable.success,Company user successfully disabled,en_US
company.account.company_user.status.disable.success,Der Firmenbenutzer wurde erfolgreich deaktiviert,fr_FR
company.account.company_user.status.disable.error,Company user cannot be disabled,en_US
company.account.company_user.status.disable.error,Der Firmenbenutzer konnte nicht deaktiviert werden,fr_FR
company.account.company_user.status.disable.error.cannot_disable_yourself,You are not allowed to disable yourself,en_US
company.account.company_user.status.disable.error.cannot_disable_yourself,Sie können sich selber nicht deaktivieren,fr_FR
quick-order.page-title,Quick Order,en_US
quick-order.page-title,Schnellbestellung,fr_FR
quick-order.input-label.qty,"Quantity",en_US
quick-order.input-label.qty,"Anzahl",fr_FR
quick-order.input-label.sku,SKU,en_US
quick-order.input-label.sku,Artikelnummer,fr_FR
quick-order.button.add-more-rows,Add More Rows,en_US
quick-order.button.add-more-rows,Mehr Zeilen hinzufügen,fr_FR
quick-order.button.create-order,Create Order,en_US
quick-order.button.create-order,Bestellen,fr_FR
quick-order.button.clear-all-rows,Clear All Rows,en_US
quick-order.button.clear-all-rows,Eingabe löschen,fr_FR
quick-order.message.success.the-form-items-have-been-successfully-cleared,The form items have been successfully cleared.,en_US
quick-order.message.success.the-form-items-have-been-successfully-cleared,Eingegebene Daten wurden erfolgreich gelöscht.,fr_FR
quick-order.errors.items-required,Please enter at least one product SKU,en_US
quick-order.errors.items-required,Bitte geben Sie mindestens eine Produkt-Artikelnummer,fr_FR
quick-order.errors.quantity-required,Quantity must be at least 1,en_US
quick-order.errors.quantity-required,Die Anzahl muss mindestens 1 sein,fr_FR
quick-order.errors.quantity-invalid,Entered quantity value is invalid. Quantity was adjusted to the next possible valid value.,en_US
quick-order.errors.quantity-invalid,Der eingegebene Mengenwert ist ungültig. Die Menge wurde an den nächstmöglichen gültigen Wert angepasst.,fr_FR
quick-order.paste-order.title,Add articles,en_US
quick-order.paste-order.title,Artikel hinzufügen,fr_FR
quick-order.paste-order.description,"Copy and paste your articles with the SKU and quantity separated by space, semicolon or comma.",en_US
quick-order.paste-order.description,"Kopieren Sie Ihre Artikel und fügen Sie diese hier ein. Nutzen Sie dazu die Artikelnummer und die gewünschte Anzahl getrennt durch ein Leerzeichen, Semikolon oder Komma. Bitte nutzen Sie eine neue Zeile pro Artikel.",fr_FR
quick-order.paste-order.input-placeholder.copy-paste-order,Paste your order here,en_US
quick-order.paste-order.input-placeholder.copy-paste-order,Artikelnummer hier einfügen,fr_FR
quick-order.paste-order.button.verify,Verify,en_US
quick-order.paste-order.button.verify,Artikel prüfen,fr_FR
quick-order.paste-order.errors.text-order-format-incorrect,"Order format is incorrect.",en_US
quick-order.paste-order.errors.text-order-format-incorrect,"Falsches Bestellungsformat.",fr_FR
quick-order.paste-order.errors.parser.separator-not-detected,"Separator is not defined.",en_US
quick-order.paste-order.errors.parser.separator-not-detected,"Trennzeichen nicht definiert.",fr_FR
quick-order.file-upload-order.title,Upload your order,en_US
quick-order.file-upload-order.title,Bestellung hochladen,fr_FR
quick-order.file-upload-order.description,Choose file,en_US
quick-order.file-upload-order.description,Datei auswählen,fr_FR
quick-order.file-upload-order.success-message,File successfully uploaded,en_US
quick-order.file-upload-order.success-message,Datei erfolgreich hochgeladen,fr_FR
quick-order.file-upload-order.error-message,File could not be uploaded. Click here %url% to download the csv template,en_US
